Id,SalePrice
1461,11.734948672583092
1462,11.914524321973305
1463,12.0947969736525
1464,12.119483713915901
1465,12.171155828741057
1466,12.11164411410341
1467,12.021034996115977
1468,12.066870133606558
1469,12.08975879594466
1470,11.742458109062717
1471,12.210370071504604
1472,11.438707429254634
1473,11.507880457471456
1474,11.928595147367572
1475,11.72676556561002
1476,12.818340895833652
1477,12.42715983785359
1478,12.619089642700716
1479,12.60161979684441
1480,12.955236056049758
1481,12.616056023692217
1482,12.248421333687459
1483,12.108636709269541
1484,12.085199065071743
1485,12.073149509931998
1486,12.206460887423532
1487,12.63215111438553
1488,12.39509488137625
1489,12.22341006898607
1490,12.276782642580741
1491,12.162239740763027
1492,11.486719688049918
1493,12.073034366018046
1494,12.585073804120782
1495,12.562569061186418
1496,12.333213202866773
1497,12.136451725118867
1498,11.951568664426455
1499,11.943688115922912
1500,11.970257859191179
1501,12.042960112770334
1502,11.965538674206735
1503,12.516897846536114
1504,12.328476059294971
1505,12.299507196346502
1506,12.079803902024505
1507,12.358822977579075
1508,12.179704382849872
1509,11.969363300893272
1510,11.921518173639331
1511,11.914907541484471
1512,12.0448442539912
1513,11.846119053169874
1514,11.912458705596832
1515,12.123463757519024
1516,11.976636304256235
1517,11.92400673219405
1518,11.77672309766075
1519,12.318102650201244
1520,11.829198684346037
1521,11.864690611307077
1522,11.998364104472746
1523,11.612219251532505
1524,11.711167261991735
1525,11.755258074260288
1526,11.751863054126115
1527,11.574117133665403
1528,11.734458653182427
1529,11.836162325466264
1530,12.006486508348335
1531,11.792744872158874
1532,11.564149317360798
1533,11.815560518962577
1534,11.687183150801067
1535,11.956583025217512
1536,11.683559637505738
1537,11.461127498997596
1538,11.938058795815559
1539,12.153112394552615
1540,11.633277580057037
1541,11.84764361161744
1542,11.807312837411786
1543,12.132502129345564
1544,11.35300782155226
1545,11.525379606506167
1546,11.729503460449656
1547,11.809885267060164
1548,11.740207299770459
1549,11.65191468375839
1550,11.851851584961528
1551,11.679266248086599
1552,11.84565780226449
1553,11.81820768792068
1554,11.601878531044553
1555,12.048979613389772
1556,11.481005864895591
1557,11.595185696039442
1558,11.424014371302482
1559,11.525722509263032
1560,11.922642843500611
1561,11.773997173239511
1562,11.729320164912636
1563,11.69951922171726
1564,12.000897122232647
1565,11.943008247418929
1566,12.263592114330194
1567,11.312116823278638
1568,12.268669432052953
1569,11.869844629348785
1570,11.866111300455518
1571,11.771980897320617
1572,11.856404956308156
1573,12.378078206726773
1574,11.731764249866382
1575,12.259031425139744
1576,12.334183624504009
1577,12.212028474777778
1578,11.815694689390682
1579,11.886370748425414
1580,12.147257819863986
1581,11.83219954953244
1582,11.752856120750815
1583,12.69160582013271
1584,12.382005066278616
1585,11.8538526490409
1586,11.274758763067899
1587,11.573046393512495
1588,11.889072023519907
1589,11.520534197946109
1590,11.769598610921733
1591,11.531179065763665
1592,11.752086370325113
1593,11.67687546064361
1594,11.708852814083068
1595,11.746627317899405
1596,12.253324050866768
1597,11.991307350179191
1598,12.140582369775357
1599,12.069179105836204
1600,12.102709134954562
1601,11.257234083911838
1602,11.632318217067636
1603,11.4842566705808
1604,12.527396176386356
1605,12.422692152718493
1606,12.034252625376997
1607,12.008997192307422
1608,12.26915710612176
1609,12.164656380322889
1610,11.998331580395524
1611,11.929589324513787
1612,12.103099490660677
1613,12.053982719718817
1614,11.70816453444164
1615,11.379012085728172
1616,11.298187625511202
1617,11.411473582903065
1618,11.72587788702365
1619,11.810505122215348
1620,11.975149895823288
1621,11.871551534953756
1622,11.854947507594348
1623,12.507130453757224
1624,12.302228814035143
1625,11.736048553880927
1626,12.047081675423959
1627,12.119376536857775
1628,12.518002439309969
1629,12.092646401059014
1630,12.685583808200441
1631,12.180676715696817
1632,12.37532151646509
1633,12.0341967664622
1634,12.129942488763357
1635,12.099504209173963
1636,12.008483705737646
1637,12.109164465630904
1638,12.248569332578793
1639,12.089283003323347
1640,12.415821170693032
1641,12.094622528457032
1642,12.316899601335663
1643,12.31712927045997
1644,12.318720384307033
1645,12.109742474211055
1646,11.972063570262279
1647,11.962342921000452
1648,11.812371094632432
1649,11.832541037936103
1650,11.695163617334138
