Id,SalePrice
1461,109775.96095764771
1462,147595.26005649255
1463,166698.69584563992
1464,189561.39446302856
1465,188858.58557638916
1466,165281.70777439442
1467,174195.9020320582
1468,160952.30372705567
1469,181833.75116537715
1470,119335.16954702571
1471,174927.3478470714
1472,96089.30347399988
1473,93006.71306035446
1474,141239.77389929266
1475,111572.05668461275
1476,332766.09761281597
1477,243244.2196614142
1478,282813.9466436422
1479,281466.7163254676
1480,469434.14940628276
1481,326001.3576860908
1482,215969.2436700778
1483,162007.0197155132
1484,163189.173787983
1485,198138.39348965226
1486,190865.3933039455
1487,323577.07437924534
1488,231190.70727247195
1489,182264.13538678916
1490,227700.92649304043
1491,191668.5229488299
1492,91922.99742798418
1493,186478.78356499498
1494,281017.73398459906
1495,275435.07987605926
1496,228987.51831583097
1497,168573.18509641252
1498,181150.45419552963
1499,159784.10167914073
1500,157207.39323026311
1501,169479.28831314153
1502,151182.44171529848
1503,277549.57806100155
1504,244118.20438116242
1505,223751.28672450135
1506,184070.6998478629
1507,241543.8976039125
1508,192544.02804573384
1509,156889.26356957474
1510,139884.101359635
1511,154987.25451153945
1512,165214.55619384634
1513,143625.56170862538
1514,143104.78132419827
1515,181816.93888431153
1516,146038.3917389203
1517,155379.7892831357
1518,126181.35687218745
1519,196889.74999755638
1520,124538.88750677278
1521,119010.29816930508
1522,174684.7780392199
1523,105908.75400966873
1524,112832.40323963558
1525,117237.06936820356
1526,105698.06362605988
1527,110010.42067447475
1528,131811.57735228844
1529,147839.52042359184
1530,201710.95696461492
1531,113114.09084593806
1532,100855.10194279748
1533,148617.25370430964
1534,116916.85853790805
1535,131062.20130176065
1536,103083.89837112578
1537,61215.95421750827
1538,145581.5069070009
1539,189577.46535281744
1540,87693.2357822428
1541,125554.16871954814
1542,127205.92354593963
1543,173686.25219870688
1544,89868.37415526218
1545,115785.84730827011
1546,143592.02219356352
1547,127633.68479565055
1548,133702.49066282206
1549,123922.29936130796
1550,132999.93406088624
1551,105317.32801815719
1552,145229.011123817
1553,134309.76817268465
